Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2022-01-03 00:00:00-05:00,174.17620137564992,179.12244407617163,174.05867174915193,178.2703094482422,104487900,0.0,0.0,AAPL
2022-01-04 00:00:00-05:00,178.87757285498617,179.18120100693088,175.43968197842852,176.0077667236328,99310400,0.0,0.0,AAPL
2022-01-05 00:00:00-05:00,175.9196433238863,176.46813489136744,171.05175824457976,171.3260040283203,94537600,0.0,0.0,AAPL
2022-01-06 00:00:00-05:00,169.15161788468467,171.69820298422886,168.11339955718992,168.46600341796875,96904000,0.0,0.0,AAPL
2022-01-07 00:00:00-05:00,169.33773036253552,170.56204734848285,167.51594608963487,168.6325225830078,86709100,0.0,0.0,AAPL
2022-01-10 00:00:00-05:00,165.60599864366586,168.95572780142643,164.7146923768041,168.652099609375,106765600,0.0,0.0,AAPL
2022-01-11 00:00:00-05:00,168.77945568721645,171.58067870481955,167.31027525099185,171.4827423095703,76138300,0.0,0.0,AAPL
2022-01-12 00:00:00-05:00,172.5013664795951,173.53958492379155,171.2280887319737,171.92349243164062,74805200,0.0,0.0,AAPL
2022-01-13 00:00:00-05:00,172.16833406776786,172.9910714162829,168.26030924441002,168.652099609375,84505800,0.0,0.0,AAPL
2022-01-14 00:00:00-05:00,167.81952731493655,170.20939579349408,167.57466398631828,169.5139923095703,80440800,0.0,0.0,AAPL
2022-01-18 00:00:00-05:00,167.986029250503,168.99486494876345,165.92918629810023,166.31117248535156,90956700,0.0,0.0,AAPL
2022-01-19 00:00:00-05:00,166.5071040161468,167.56491564685888,162.53052498206404,162.81455993652344,94815000,0.0,0.0,AAPL
2022-01-20 00:00:00-05:00,163.54913404663756,166.19365539118294,160.80666137829382,161.1298828125,91420500,0.0,0.0,AAPL
2022-01-21 00:00:00-05:00,161.04173994454513,162.91249968467412,158.965303342259,159.0730438232422,122848900,0.0,0.0,AAPL
2022-01-24 00:00:00-05:00,156.73215398969816,158.96530678454897,151.52145417153005,158.2992706298828,162294600,0.0,0.0,AAPL
2022-01-25 00:00:00-05:00,155.71350456711474,159.41583739515477,153.79378418345803,156.4970703125,115798400,0.0,0.0,AAPL
2022-01-26 00:00:00-05:00,160.14063545703362,161.01234841002858,154.57734716045317,156.40892028808594,108275300,0.0,0.0,AAPL
2022-01-27 00:00:00-05:00,159.112223875077,160.4736636918006,155.02790442490624,155.94859313964844,121954600,0.0,0.0,AAPL
2022-01-28 00:00:00-05:00,162.30520718558986,166.84986973924165,159.45499459640672,166.8302764892578,179935700,0.0,0.0,AAPL
2022-01-31 00:00:00-05:00,166.66377341050108,171.40432369026982,166.02711981248893,171.1888427734375,115541600,0.0,0.0,AAPL
2022-02-01 00:00:00-05:00,170.43469133018758,171.2476394960686,168.76962343591478,171.02236938476562,86213900,0.0,0.0,AAPL
2022-02-02 00:00:00-05:00,171.1595110141142,172.26629832848187,169.76868874093756,172.22711181640625,84914300,0.0,0.0,AAPL
2022-02-03 00:00:00-05:00,170.89499578620112,172.61884304001376,168.5834855601735,169.3474578857422,89418100,0.0,0.0,AAPL
2022-02-04 00:00:00-05:00,168.36677539536157,170.74008547588204,167.38607419208668,169.06307983398438,82465400,0.22,0.0,AAPL
2022-02-07 00:00:00-05:00,169.52400639061884,170.59296708423147,167.65086354740316,168.34716796875,77251200,0.0,0.0,AAPL
2022-02-08 00:00:00-05:00,168.4158139278121,171.965962469506,168.12160057312957,171.45599365234375,74829200,0.0,0.0,AAPL
