Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Ticker
2022-01-03 00:00:00-05:00,451.87266685894554,453.34319158205653,449.54833390042785,453.2103576660156,72668200,0.0,0.0,0.0,SPY
2022-01-04 00:00:00-05:00,454.64299031389396,455.3640226406569,451.1896554356825,453.0586242675781,71178700,0.0,0.0,0.0,SPY
2022-01-05 00:00:00-05:00,452.6886296711721,453.46658253619006,444.2640399926116,444.3589172363281,104538900,0.0,0.0,0.0,SPY
2022-01-06 00:00:00-05:00,443.89404314094736,446.6737696888694,441.5601846155021,443.94146728515625,86858900,0.0,0.0,0.0,SPY
2022-01-07 00:00:00-05:00,443.95096436729705,445.1368574990053,440.82018912810577,442.18634033203125,85111600,0.0,0.0,0.0,SPY
2022-01-10 00:00:00-05:00,438.97025322912015,441.85432474255884,433.18308842835216,441.6361389160156,119362000,0.0,0.0,0.0,SPY
2022-01-11 00:00:00-05:00,441.37042108781833,445.7534770862342,438.3534872211781,445.6585998535156,74303100,0.0,0.0,0.0,SPY
2022-01-12 00:00:00-05:00,447.40426908846183,448.93171449389314,444.8901814454831,446.8634948730469,67605400,0.0,0.0,0.0,SPY
2022-01-13 00:00:00-05:00,447.9734856231748,448.6281009203371,439.6722340529678,440.7063293457031,91173100,0.0,0.0,0.0,SPY
2022-01-14 00:00:00-05:00,437.5376659911058,441.2376469486595,436.31381611390606,440.8866271972656,95890900,0.0,0.0,0.0,SPY
2022-01-18 00:00:00-05:00,436.1619964519161,436.37071480072626,431.95919815118293,433.07867431640625,109709100,0.0,0.0,0.0,SPY
2022-01-19 00:00:00-05:00,434.63459041749303,436.038669386356,428.3066517901506,428.581787109375,109357600,0.0,0.0,0.0,SPY
2022-01-20 00:00:00-05:00,430.4792281856868,435.2133045377482,421.70361857528985,423.8382263183594,122379700,0.0,0.0,0.0,SPY
2022-01-21 00:00:00-05:00,422.70921781191396,425.08100399182297,415.4895145774554,415.5179748535156,202271200,0.0,0.0,0.0,SPY
2022-01-24 00:00:00-05:00,409.873194608378,417.7949678331947,399.181190781591,417.28265380859375,251783900,0.0,0.0,0.0,SPY
2022-01-25 00:00:00-05:00,410.8502669489062,417.1687084994632,405.243361217748,412.1879577636719,167997300,0.0,0.0,0.0,SPY
2022-01-26 00:00:00-05:00,418.11749222985185,421.26723159439666,406.86572221878754,411.1539306640625,186391100,0.0,0.0,0.0,SPY
2022-01-27 00:00:00-05:00,415.7836519614338,418.9428587043433,407.4254790114483,409.1236572265625,149878300,0.0,0.0,0.0,SPY
2022-01-28 00:00:00-05:00,410.4897911886302,419.3318174555156,405.8790525228431,419.2843933105469,164457400,0.0,0.0,0.0,SPY
2022-01-31 00:00:00-05:00,418.61078353495793,427.1871708613704,417.2541287264487,426.8361511230469,152251400,0.0,0.0,0.0,SPY
2022-02-01 00:00:00-05:00,427.5666752763449,430.3653948376376,424.0184920508514,429.72027587890625,123155400,0.0,0.0,0.0,SPY
2022-02-02 00:00:00-05:00,432.13943423540405,434.6250614750109,429.815072239759,433.8945617675781,117361000,0.0,0.0,0.0,SPY
2022-02-03 00:00:00-05:00,427.8227444806359,429.7391370302675,422.85146163652576,423.6958312988281,118024400,0.0,0.0,0.0,SPY
2022-02-04 00:00:00-05:00,423.45874742706604,429.5589750673006,421.0679682188153,425.688232421875,118454400,0.0,0.0,0.0,SPY
2022-02-07 00:00:00-05:00,426.4567209463517,427.86080006373743,422.9844219396875,424.3221130371094,84472900,0.0,0.0,0.0,SPY
2022-02-08 00:00:00-05:00,423.81921375669026,428.7430440345254,422.38664568225283,427.81329345703125,81012000,0.0,0.0,0.0,SPY
2022-02-09 00:00:00-05:00,431.8737742076106,434.3973580085875,431.67455228851054,434.0747985839844,92589900,0.0,0.0,0.0,SPY
2022-02-10 00:00:00-05:00,428.1927905344999,434.2360971482521,424.26512763702846,426.2763977050781,140103700,0.0,0.0,0.0,SPY
2022-02-11 00:00:00-05:00,426.3617950929856,428.4489496615166,416.4287529294626,417.87078857421875,153214600,0.0,0.0,0.0,SPY
2022-02-14 00:00:00-05:00,417.3584437426426,418.952276956094,413.0133156589304,416.50457763671875,123006300,0.0,0.0,0.0,SPY
2022-02-15 00:00:00-05:00,420.97304810262136,423.39225822420946,420.4512378149005,423.22149658203125,88482700,0.0,0.0,0.0,SPY
2022-02-16 00:00:00-05:00,421.16275126438507,425.08094613267144,419.27481898693986,423.6958312988281,84863600,0.0,0.0,0.0,SPY
2022-02-17 00:00:00-05:00,420.48919523037364,423.66739424351493,414.0379489265815,414.6451110839844,102259100,0.0,0.0,0.0,SPY
2022-02-18 00:00:00-05:00,414.9013190748919,416.1631256326664,409.6739216215225,411.9603271484375,132642900,0.0,0.0,0.0,SPY
2022-02-22 00:00:00-05:00,409.7402392464433,413.1650840251063,404.01946413480795,407.5392150878906,124391800,0.0,0.0,0.0,SPY
2022-02-23 00:00:00-05:00,410.47081315382513,411.0400476361501,399.7408546290032,400.3100891113281,132578000,0.0,0.0,0.0,SPY
2022-02-24 00:00:00-05:00,389.94065539045334,406.7708716902906,389.58016817092266,406.3344421386719,213942900,0.0,0.0,0.0,SPY
2022-02-25 00:00:00-05:00,407.57722420936005,415.38515500099464,405.91697382718445,415.2997741699219,121804500,0.0,0.0,0.0,SPY
2022-02-28 00:00:00-05:00,409.8730904864747,415.72667120798485,408.6113130445834,414.2371826171875,145615000,0.0,0.0,0.0,SPY
2022-03-01 00:00:00-05:00,412.7287768929972,414.7495434726037,405.205448672507,407.92828369140625,137785900,0.0,0.0,0.0,SPY
2022-03-02 00:00:00-05:00,410.1956944807002,417.1687520289045,409.4367344418012,415.4326171875,117726500,0.0,0.0,0.0,SPY
2022-03-03 00:00:00-05:00,417.88033179520266,418.487494099573,411.55239251094815,413.36444091796875,105501700,0.0,0.0,0.0,SPY
2022-03-04 00:00:00-05:00,409.60747810571974,411.1443909360492,405.935957688273,410.0059509277344,113978200,0.0,0.0,0.0,SPY
2022-03-07 00:00:00-05:00,409.4176951084335,410.129230921241,397.8528640480721,397.9192810058594,137896600,0.0,0.0,0.0,SPY
2022-03-08 00:00:00-05:00,398.09956797048136,405.3003074447001,393.8303527836148,394.90240478515625,164772700,0.0,0.0,0.0,SPY
2022-03-09 00:00:00-05:00,403.33651022134575,407.4823880957403,401.1354855574779,405.4900817871094,116990800,0.0,0.0,0.0,SPY
2022-03-10 00:00:00-05:00,400.8508418393446,404.5603190245784,398.8775284099526,403.6590576171875,93972700,0.0,0.0,0.0,SPY
2022-03-11 00:00:00-05:00,406.16369126732127,406.78034996887305,398.01423630057667,398.52655029296875,95636300,0.0,0.0,0.0,SPY
2022-03-14 00:00:00-04:00,399.30443519388706,402.77670457172576,394.46598575157685,395.6139221191406,95729200,0.0,0.0,0.0,SPY
2022-03-15 00:00:00-04:00,398.2418638792377,404.94928215145023,396.9611225027557,404.31365966796875,106219100,0.0,0.0,0.0,SPY
2022-03-16 00:00:00-04:00,407.8429064461944,413.33594277285255,403.01392397187186,413.2790222167969,144954800,0.0,0.0,0.0,SPY
2022-03-17 00:00:00-04:00,411.3530688314747,418.449462890625,410.97358886601785,418.449462890625,102676900,0.0,0.0,0.0,SPY
2022-03-18 00:00:00-04:00,416.8278599709145,423.3562458465392,416.0855649436217,423.0326843261719,106345500,1.366,0.0,0.0,SPY
2022-03-21 00:00:00-04:00,422.86136555296457,424.87888375435966,419.3782801696008,422.9089660644531,88349800,0.0,0.0,0.0,SPY
2022-03-22 00:00:00-04:00,424.3078659143693,428.79971023964686,424.3078659143693,427.8575744628906,74650400,0.0,0.0,0.0,SPY
2022-03-23 00:00:00-04:00,425.30721775273884,426.8108307567678,422.26188809487724,422.3475341796875,79426100,0.0,0.0,0.0,SPY
2022-03-24 00:00:00-04:00,424.38400137336384,428.7235762031035,423.26104758900334,428.71405029296875,64736900,0.0,0.0,0.0,SPY
